0 GOBLIN_SPIDERPIT_VENOMSACK_SCIENCE_UPGRADE_BUILDTIME | TO | M_GOBLIN_SPIDERPIT_VENOMSACK_SCIENCE_UPGRADE_BUILDTIME
169 ISENGARD_TAVERN_LVL2_UNIT_PRODUCTION_SPEED | TO | M_ISENGARD_TAVERN_LVL2_UNIT_PRODUCTION_SPEED
170 ISENGARD_URUKSIEGE_MAXHEALTH_REALLYDAMAGED | TO | M_ISENGARD_URUKSIEGE_MAXHEALTH_REALLYDAMAGED
171 ISENGARD_BALLISTAEXPANSION_FIRE_RESISTANCE | TO | M_ISENGARD_BALLISTAEXPANSION_FIRE_RESISTANCE
172 ISENGARD_TOWEREXPANSION_FIRE_MAX_BURN_RATE | TO | M_ISENGARD_TOWEREXPANSION_FIRE_MAX_BURN_RATE
173 ISENGARD_IRONPLATING_EXPANSION_ARMOR_BONUS | TO | M_ISENGARD_IRONPLATING_EXPANSION_ARMOR_BONUS
174 ISENGARD_PERSONAL_BASIC_TRAINING_BUILDTIME | TO | M_ISENGARD_PERSONAL_BASIC_TRAINING_BUILDTIME
175 ISENGARD_PERSONAL_BASIC_TRAINING_BUILDCOST | TO | M_ISENGARD_PERSONAL_BASIC_TRAINING_BUILDCOST
176 ISENGARD_BATTERINGRAM_HEALTH_RECOVERY_TIME | TO | M_ISENGARD_BATTERINGRAM_HEALTH_RECOVERY_TIME
177 ISENGARD_URUKCROSSBOW_DAMAGE_UPGRADE_FLAME | TO | M_ISENGARD_URUKCROSSBOW_DAMAGE_UPGRADE_FLAME
178 ISENGARD_URUKCROSSBOW_HEALTH_RECOVERY_TIME | TO | M_ISENGARD_URUKCROSSBOW_HEALTH_RECOVERY_TIME
179 ANGMAR_STONETHROWER_ROCK_DELAYBETWEENSHOTS | TO | M_ANGMAR_STONETHROWER_ROCK_DELAYBETWEENSHOTS
180 ANGMAR_WALLHUB_SMALL_HEALTH_REALLY_DAMAGED | TO | M_ANGMAR_WALLHUB_SMALL_HEALTH_REALLY_DAMAGED
181 ROHAN_ARCHERYRANGE_MAXHEALTH_REALLYDAMAGED | TO | M_ROHAN_ARCHERYRANGE_MAXHEALTH_REALLYDAMAGED
182 ROHAN_ELVENWARRIOR_SWORD_DELAYBETWEENSHOTS | TO | M_ROHAN_ELVENWARRIOR_SWORD_DELAYBETWEENSHOTS
183 ROHAN_ROHIRRIM_SWORD_DAMAGE_FORGED_UPGRADE | TO | M_ROHAN_ROHIRRIM_SWORD_DAMAGE_FORGED_UPGRADE
184 GONDOR_STRUCTURE_ARCHER_BOW_PREATTACKDELAY | TO | M_GONDOR_STRUCTURE_ARCHER_BOW_PREATTACKDELAY
185 GONDOR_TREBUCHET_FIRE_UPGRADE_DAMAGE_FLAME | TO | M_GONDOR_TREBUCHET_FIRE_UPGRADE_DAMAGE_FLAME
186 ELVEN_CASTLE_WALLHUB_HEALTH_REALLY_DAMAGED | TO | M_ELVEN_CASTLE_WALLHUB_HEALTH_REALLY_DAMAGED
187 ELVEN_FLOODGATEEXPANSION_DELAYBETWEENSHOTS | TO | M_ELVEN_FLOODGATEEXPANSION_DELAYBETWEENSHOTS
188 ELVEN_VIGILANTENTEXPANSION_FIRE_RESISTANCE | TO | M_ELVEN_VIGILANTENTEXPANSION_FIRE_RESISTANCE
189 ELVEN_ENCASINGVINES_EXPANSION_HEALTH_BONUS | TO | M_ELVEN_ENCASINGVINES_EXPANSION_HEALTH_BONUS
190 ELVEN_LINDONARCHER_ARCHER_BOMBARD_MAXRANGE | TO | M_ELVEN_LINDONARCHER_ARCHER_BOMBARD_MAXRANGE
191 ELVEN_LINDONARCHER_ARCHER_BOMBARD_MINRANGE | TO | M_ELVEN_LINDONARCHER_ARCHER_BOMBARD_MINRANGE
192 ELVEN_LORIENARCHER_ARCHER_BOMBARD_MAXRANGE | TO | M_ELVEN_LORIENARCHER_ARCHER_BOMBARD_MAXRANGE
193 ELVEN_LORIENARCHER_ARCHER_BOMBARD_MINRANGE | TO | M_ELVEN_LORIENARCHER_ARCHER_BOMBARD_MINRANGE
194 ELVEN_RIVENDELLARCHER_DAMAGE_UPGRADE_MAGIC | TO | M_ELVEN_RIVENDELLARCHER_DAMAGE_UPGRADE_MAGIC
195 ELVEN_RIVENDELLARCHER_HEALTH_RECOVERY_TIME | TO | M_ELVEN_RIVENDELLARCHER_HEALTH_RECOVERY_TIME
196 ELVEN_RIVENDELLLANCER_LANCE_DAMAGE_UPGRADE | TO | M_ELVEN_RIVENDELLLANCER_LANCE_DAMAGE_UPGRADE
197 ELVEN_RIVENDELLLANCER_HEALTH_RECOVERY_TIME | TO | M_ELVEN_RIVENDELLLANCER_HEALTH_RECOVERY_TIME
198 ELVEN_MIRKWOOD_ARCHER_DAMAGE_UPGRADE_MAGIC | TO | M_ELVEN_MIRKWOOD_ARCHER_DAMAGE_UPGRADE_MAGIC
199 ELVEN_MIRKWOOD_ARCHER_HEALTH_RECOVERY_TIME | TO | M_ELVEN_MIRKWOOD_ARCHER_HEALTH_RECOVERY_TIME
200 DWARVEN_FORGEWORKS_MAXHEALTH_REALLYDAMAGED | TO | M_DWARVEN_FORGEWORKS_MAXHEALTH_REALLYDAMAGED
201 DWARVEN_SENTRY_TOWER_AXE_UPGRADE_BUILDTIME | TO | M_DWARVEN_SENTRY_TOWER_AXE_UPGRADE_BUILDTIME
202 DWARVEN_SENTRY_TOWER_AXE_UPGRADE_BUILDCOST | TO | M_DWARVEN_SENTRY_TOWER_AXE_UPGRADE_BUILDCOST
203 BATTLEWAGON_OILBARREL_IMPACT_DAMAGE_RADIUS | TO | M_BATTLEWAGON_OILBARREL_IMPACT_DAMAGE_RADIUS
204 DWARVEN_MENOFDALE_FIRE_UPGRADE_DAMAGE_FIRE | TO | M_DWARVEN_MENOFDALE_FIRE_UPGRADE_DAMAGE_FIRE
205 WILD_GIANTSENTRYEXPANSION_FIRE_RESISTANCE | TO | M_WILD_GIANTSENTRYEXPANSION_FIRE_RESISTANCE
206 WILD_SPIDERHOLESEXPANSION_FIRE_RESISTANCE | TO | M_WILD_SPIDERHOLESEXPANSION_FIRE_RESISTANCE
207 WILD_ARROWDENEXPANSION_FIRE_MAX_BURN_RATE | TO | M_WILD_ARROWDENEXPANSION_FIRE_MAX_BURN_RATE
208 MEN_TREBUCHETEXPANSION_FIRE_MAX_BURN_RATE | TO | M_MEN_TREBUCHETEXPANSION_FIRE_MAX_BURN_RATE
209 NORMAL_ISENGARD_CAVALRY_FAST_MEMBER_SPEED | TO | M_NORMAL_ISENGARD_CAVALRY_FAST_MEMBER_SPEED
210 CREATE_A_HERO_SAPPER_DAMAGE_STRUCTURAL_L3 | TO | M_CREATE_A_HERO_SAPPER_DAMAGE_STRUCTURAL_L3
211 CREATE_A_HERO_SAPPER_DAMAGE_STRUCTURAL_L2 | TO | M_CREATE_A_HERO_SAPPER_DAMAGE_STRUCTURAL_L2
212 CREATE_A_HERO_SAPPER_DAMAGE_STRUCTURAL_L1 | TO | M_CREATE_A_HERO_SAPPER_DAMAGE_STRUCTURAL_L1
213 CREATE_A_HERO_EARTH_SHAKER_META_RADIUS_L3 | TO | M_CREATE_A_HERO_EARTH_SHAKER_META_RADIUS_L3
214 CREATE_A_HERO_EARTH_SHAKER_META_AMOUNT_L3 | TO | M_CREATE_A_HERO_EARTH_SHAKER_META_AMOUNT_L3
215 CREATE_A_HERO_EARTH_SHAKER_META_RADIUS_L2 | TO | M_CREATE_A_HERO_EARTH_SHAKER_META_RADIUS_L2
216 CREATE_A_HERO_EARTH_SHAKER_META_AMOUNT_L2 | TO | M_CREATE_A_HERO_EARTH_SHAKER_META_AMOUNT_L2
217 CREATE_A_HERO_EARTH_SHAKER_META_RADIUS_L1 | TO | M_CREATE_A_HERO_EARTH_SHAKER_META_RADIUS_L1
218 CREATE_A_HERO_EARTH_SHAKER_META_AMOUNT_L1 | TO | M_CREATE_A_HERO_EARTH_SHAKER_META_AMOUNT_L1
219 CREATE_A_HERO_SUMMON_FAMILIAR_RECHARGE_L3 | TO | M_CREATE_A_HERO_SUMMON_FAMILIAR_RECHARGE_L3
220 CREATE_A_HERO_SUMMON_FAMILIAR_RECHARGE_L2 | TO | M_CREATE_A_HERO_SUMMON_FAMILIAR_RECHARGE_L2
221 CREATE_A_HERO_SUMMON_FAMILIAR_RECHARGE_L1 | TO | M_CREATE_A_HERO_SUMMON_FAMILIAR_RECHARGE_L1
222 CREATE_A_HERO_SUMMON_FAMILIAR_LIFETIME_L1 | TO | M_CREATE_A_HERO_SUMMON_FAMILIAR_LIFETIME_L1
223 CREATE_A_HERO_FAMILIAR_MAX_HEALTH_DAMAGED | TO | M_CREATE_A_HERO_FAMILIAR_MAX_HEALTH_DAMAGED
224 CREATE_A_HERO_RAIN_OF_ARROWS_MAX_SHOTS_L3 | TO | M_CREATE_A_HERO_RAIN_OF_ARROWS_MAX_SHOTS_L3
225 CREATE_A_HERO_RAIN_OF_ARROWS_MAX_SHOTS_L2 | TO | M_CREATE_A_HERO_RAIN_OF_ARROWS_MAX_SHOTS_L2
226 CREATE_A_HERO_RAIN_OF_ARROWS_MAX_SHOTS_L1 | TO | M_CREATE_A_HERO_RAIN_OF_ARROWS_MAX_SHOTS_L1
227 CREATE_A_HERO_FIRE_BOMB_DO_POWER_RANGE_L4 | TO | M_CREATE_A_HERO_FIRE_BOMB_DO_POWER_RANGE_L4
228 CREATE_A_HERO_FIRE_BOMB_DO_POWER_RANGE_L3 | TO | M_CREATE_A_HERO_FIRE_BOMB_DO_POWER_RANGE_L3
229 CREATE_A_HERO_FIRE_BOMB_DO_POWER_RANGE_L2 | TO | M_CREATE_A_HERO_FIRE_BOMB_DO_POWER_RANGE_L2
230 CREATE_A_HERO_FIRE_BOMB_DO_POWER_RANGE_L1 | TO | M_CREATE_A_HERO_FIRE_BOMB_DO_POWER_RANGE_L1
231 CREATE_A_HERO_SPILL_OIL_MAX_RESISTANCE_L3 | TO | M_CREATE_A_HERO_SPILL_OIL_MAX_RESISTANCE_L3
232 CREATE_A_HERO_SPILL_OIL_MINMAXBURNRATE_L3 | TO | M_CREATE_A_HERO_SPILL_OIL_MINMAXBURNRATE_L3
233 CREATE_A_HERO_SPILL_OIL_MAX_RESISTANCE_L2 | TO | M_CREATE_A_HERO_SPILL_OIL_MAX_RESISTANCE_L2
234 CREATE_A_HERO_SPILL_OIL_MINMAXBURNRATE_L2 | TO | M_CREATE_A_HERO_SPILL_OIL_MINMAXBURNRATE_L2
235 CREATE_A_HERO_SPILL_OIL_MAX_RESISTANCE_L1 | TO | M_CREATE_A_HERO_SPILL_OIL_MAX_RESISTANCE_L1
236 CREATE_A_HERO_SPILL_OIL_MINMAXBURNRATE_L1 | TO | M_CREATE_A_HERO_SPILL_OIL_MINMAXBURNRATE_L1
237 CREATE_A_HERO_REPLACEMENT_OBJECT_LIFETIME | TO | M_CREATE_A_HERO_REPLACEMENT_OBJECT_LIFETIME
238 SUMMONED_DRAGON_FLAME_FUELINCREASE_AMOUNT | TO | M_SUMMONED_DRAGON_FLAME_FUELINCREASE_AMOUNT
239 SUMMONED_DRAGON_FLAME_FUELINCREASE_RADIUS | TO | M_SUMMONED_DRAGON_FLAME_FUELINCREASE_RADIUS
240 BABYDRAKE_INFERNO_INCREASEBURNRATE_AMOUNT | TO | M_BABYDRAKE_INFERNO_INCREASEBURNRATE_AMOUNT
241 BABYDRAKE_INFERNO_INCREASEBURNRATE_RADIUS | TO | M_BABYDRAKE_INFERNO_INCREASEBURNRATE_RADIUS
242 BABYDRAKE_INFERNO_FUELINCREASE_RESISTANCE | TO | M_BABYDRAKE_INFERNO_FUELINCREASE_RESISTANCE
243 FIREDRAKE_INFERNO_INCREASEBURNRATE_AMOUNT | TO | M_FIREDRAKE_INFERNO_INCREASEBURNRATE_AMOUNT
244 FIREDRAKE_INFERNO_INCREASEBURNRATE_RADIUS | TO | M_FIREDRAKE_INFERNO_INCREASEBURNRATE_RADIUS
245 FIREDRAKE_INFERNO_FUELINCREASE_RESISTANCE | TO | M_FIREDRAKE_INFERNO_FUELINCREASE_RESISTANCE
246 ANGMAR_WITCHKING_DREADWRATH_EFFECT_RADIUS | TO | M_ANGMAR_WITCHKING_DREADWRATH_EFFECT_RADIUS
247 WILD_MOUNTAIN_GIANT_BUILDINGATTACK_DAMAGE | TO | M_WILD_MOUNTAIN_GIANT_BUILDINGATTACK_DAMAGE
248 WILD_SENTRY_TOWER_ARROW_UPGRADE_BUILDCOST | TO | M_WILD_SENTRY_TOWER_ARROW_UPGRADE_BUILDCOST
249 WILD_SENTRY_TOWER_ARROW_UPGRADE_BUILDTIME | TO | M_WILD_SENTRY_TOWER_ARROW_UPGRADE_BUILDTIME
250 GOBLIN_SPIDERPIT_LEVEL3_UPGRADE_BUILDTIME | TO | M_GOBLIN_SPIDERPIT_LEVEL3_UPGRADE_BUILDTIME
251 GOBLIN_SPIDERPIT_LEVEL2_UPGRADE_BUILDTIME | TO | M_GOBLIN_SPIDERPIT_LEVEL2_UPGRADE_BUILDTIME
252 WILD_FORTRESS_WEBCOCOON_KEEP_HEALTH_BONUS | TO | M_WILD_FORTRESS_WEBCOCOON_KEEP_HEALTH_BONUS
253 MORDOR_GATEWATCHEREXPANSION_FEAR_DURATION | TO | M_MORDOR_GATEWATCHEREXPANSION_FEAR_DURATION
254 MORDOR_BARRICADEEXPANSION_FIRE_RESISTANCE | TO | M_MORDOR_BARRICADEEXPANSION_FIRE_RESISTANCE
255 MORDOR_WALLCATAPULTEXPANSION_BOUNTY_VALUE | TO | M_MORDOR_WALLCATAPULTEXPANSION_BOUNTY_VALUE
256 MORDOR_GORGOROTHSPIRE_ROCK_FIRINGDURATION | TO | M_MORDOR_GORGOROTHSPIRE_ROCK_FIRINGDURATION
257 MORDOR_GORGOROTHSPIRE_ROCK_PREATTACKDELAY | TO | M_MORDOR_GORGOROTHSPIRE_ROCK_PREATTACKDELAY
258 MORDOR_HARADRIM_LANCER_SWITCH_RANGE_HORDE | TO | M_MORDOR_HARADRIM_LANCER_SWITCH_RANGE_HORDE
259 MORDOR_ATTACKTROLL_ROCK_DELAYBETWEENSHOTS | TO | M_MORDOR_ATTACKTROLL_ROCK_DELAYBETWEENSHOTS
260 MORDOR_ATTACKTROLL_TREE_DELAYBETWEENSHOTS | TO | M_MORDOR_ATTACKTROLL_TREE_DELAYBETWEENSHOTS
261 MORDOR_ATTACKTROLL_HEALTH_RAMPAGE_DAMAGED | TO | M_MORDOR_ATTACKTROLL_HEALTH_RAMPAGE_DAMAGED
262 MORDOR_CORSAIR_FIRE_BOMB_RANDOM_PREATTACK | TO | M_MORDOR_CORSAIR_FIRE_BOMB_RANDOM_PREATTACK
263 MORDOR_ARCHER_BARRICADE_DAMAGE_FIRE_FLAME | TO | M_MORDOR_ARCHER_BARRICADE_DAMAGE_FIRE_FLAME
264 MORDOR_GOBLIN_SWORDSMAN_DELAYBETWEENSHOTS | TO | M_MORDOR_GOBLIN_SWORDSMAN_DELAYBETWEENSHOTS
265 ISENGARD_ISENKEEP_MAXHEALTH_REALLYDAMAGED | TO | M_ISENGARD_ISENKEEP_MAXHEALTH_REALLYDAMAGED
266 ISENGARD_WARGPIT_LEVEL3_UPGRADE_BUILDTIME | TO | M_ISENGARD_WARGPIT_LEVEL3_UPGRADE_BUILDTIME
267 ISENGARD_WARGPIT_LEVEL2_UPGRADE_BUILDTIME | TO | M_ISENGARD_WARGPIT_LEVEL2_UPGRADE_BUILDTIME
268 ISENGARD_URUKPIT_LEVEL3_UPGRADE_BUILDTIME | TO | M_ISENGARD_URUKPIT_LEVEL3_UPGRADE_BUILDTIME
269 ISENGARD_URUKPIT_LEVEL2_UPGRADE_BUILDTIME | TO | M_ISENGARD_URUKPIT_LEVEL2_UPGRADE_BUILDTIME
270 ISENGARD_LUMBERMILL_HEALTH_REALLY_DAMAGED | TO | M_ISENGARD_LUMBERMILL_HEALTH_REALLY_DAMAGED
271 ISENGARD_MINELAUNCHEREXPANSION_FIRE_DECAY | TO | M_ISENGARD_MINELAUNCHEREXPANSION_FIRE_DECAY
272 ISENGARD_BALLISTAEXPANSION_HEALTH_DAMAGED | TO | M_ISENGARD_BALLISTAEXPANSION_HEALTH_DAMAGED
273 ISENGARD_PERSONAL_FORGED_BLADES_BUILDTIME | TO | M_ISENGARD_PERSONAL_FORGED_BLADES_BUILDTIME
274 ISENGARD_PERSONAL_FORGED_BLADES_BUILDCOST | TO | M_ISENGARD_PERSONAL_FORGED_BLADES_BUILDCOST
275 ISENGARD_SIEGELADDER_HEALTH_RECOVERY_TIME | TO | M_ISENGARD_SIEGELADDER_HEALTH_RECOVERY_TIME
276 ISENGARD_WARGPACK_SWORD_DELAYBETWEENSHOTS | TO | M_ISENGARD_WARGPACK_SWORD_DELAYBETWEENSHOTS
277 ISENGARD_WARGRIDER_WARG_DELAYBETWEENSHOTS | TO | M_ISENGARD_WARGRIDER_WARG_DELAYBETWEENSHOTS
278 ISENGARD_URUKPIKEMAN_HEALTH_RECOVERY_TIME | TO | M_ISENGARD_URUKPIKEMAN_HEALTH_RECOVERY_TIME
279 ISENGARD_URUKFIGHTER_HEALTH_RECOVERY_TIME | TO | M_ISENGARD_URUKFIGHTER_HEALTH_RECOVERY_TIME
280 ANGMAR_THRALL_MASTER_HEALTH_RECOVERY_TIME | TO | M_ANGMAR_THRALL_MASTER_HEALTH_RECOVERY_TIME
281 ANGMAR_PERSONAL_DARKIRON_BLADES_BUILDTIME | TO | M_ANGMAR_PERSONAL_DARKIRON_BLADES_BUILDTIME
282 ANGMAR_PERSONAL_DARKIRON_BLADES_BUILDCOST | TO | M_ANGMAR_PERSONAL_DARKIRON_BLADES_BUILDCOST
283 ANGMAR_STONETHROWER_ICE_DELAYBETWEENSHOTS | TO | M_ANGMAR_STONETHROWER_ICE_DELAYBETWEENSHOTS
284 ROHAN_FIGHTER_SWORD_DAMAGE_FORGED_UPGRADE | TO | M_ROHAN_FIGHTER_SWORD_DAMAGE_FORGED_UPGRADE
285 MEN_WALLTOWER_SMALL_HEALTH_REALLY_DAMAGED | TO | M_MEN_WALLTOWER_SMALL_HEALTH_REALLY_DAMAGED
286 GONDOR_STRUCTUR_ARCHER_BOW_FIRINGDURATION | TO | M_GONDOR_STRUCTUR_ARCHER_BOW_FIRINGDURATION
287 GONDOR_NEMENOR_STONEWORK_KEEP_ARMOR_BONUS | TO | M_GONDOR_NEMENOR_STONEWORK_KEEP_ARMOR_BONUS
288 GONDOR_ARCHERYRANGE_HEALTH_REALLY_DAMAGED | TO | M_GONDOR_ARCHERYRANGE_HEALTH_REALLY_DAMAGED
289 GONDOR_TREBUCHET_EXPANSION_SIDE_AIM_DELTA | TO | M_GONDOR_TREBUCHET_EXPANSION_SIDE_AIM_DELTA
290 ELDERRACES_PERSONAL_WAR_BARDING_BUILDTIME | TO | M_ELDERRACES_PERSONAL_WAR_BARDING_BUILDTIME
291 ELDERRACES_PERSONAL_WAR_BARDING_BUILDCOST | TO | M_ELDERRACES_PERSONAL_WAR_BARDING_BUILDCOST
292 ELVEN_VIGILANTENTEXPANSION_HEALTH_DAMAGED | TO | M_ELVEN_VIGILANTENTEXPANSION_HEALTH_DAMAGED
293 ELVEN_WATCHTOWEREXPANSION_FIRE_RESISTANCE | TO | M_ELVEN_WATCHTOWEREXPANSION_FIRE_RESISTANCE
294 ELVEN_ENCASINGVINES_EXPANSION_ARMOR_BONUS | TO | M_ELVEN_ENCASINGVINES_EXPANSION_ARMOR_BONUS
295 ELVEN_GREEN_PASTURE_HEALTH_REALLY_DAMAGED | TO | M_ELVEN_GREEN_PASTURE_HEALTH_REALLY_DAMAGED
296 ELVEN_LINDONARCHER_HORDE_BOMBARD_MAXRANGE | TO | M_ELVEN_LINDONARCHER_HORDE_BOMBARD_MAXRANGE
297 ELVEN_LINDONARCHER_HORDE_BOMBARD_MINRANGE | TO | M_ELVEN_LINDONARCHER_HORDE_BOMBARD_MINRANGE
298 ELVEN_MITHLONDSENTRY_HEALTH_RECOVERY_TIME | TO | M_ELVEN_MITHLONDSENTRY_HEALTH_RECOVERY_TIME
299 ELVEN_HORSEARCHER_ARCHER_BOMBARD_MAXRANGE | TO | M_ELVEN_HORSEARCHER_ARCHER_BOMBARD_MAXRANGE
300 ELVEN_HORSEARCHER_ARCHER_BOMBARD_MINRANGE | TO | M_ELVEN_HORSEARCHER_ARCHER_BOMBARD_MINRANGE
301 ELVEN_LORIENARCHER_HORDE_BOMBARD_MAXRANGE | TO | M_ELVEN_LORIENARCHER_HORDE_BOMBARD_MAXRANGE
302 ELVEN_LORIENARCHER_HORDE_BOMBARD_MINRANGE | TO | M_ELVEN_LORIENARCHER_HORDE_BOMBARD_MINRANGE
303 ELVEN_MIRKWOOD_ARCHER_FIRE_UPGRADE_DAMAGE | TO | M_ELVEN_MIRKWOOD_ARCHER_FIRE_UPGRADE_DAMAGE
304 GOOD_FIRE_SHIP_WHIRLPOOL_DAMAGE_AMOUNT_02 | TO | M_GOOD_FIRE_SHIP_WHIRLPOOL_DAMAGE_AMOUNT_02
305 GOOD_FIRE_SHIP_WHIRLPOOL_DAMAGE_AMOUNT_01 | TO | M_GOOD_FIRE_SHIP_WHIRLPOOL_DAMAGE_AMOUNT_01
306 GOOD_FIRE_SHIP_WHIRLPOOL_DAMAGE_RADIUS_02 | TO | M_GOOD_FIRE_SHIP_WHIRLPOOL_DAMAGE_RADIUS_02
307 GOOD_FIRE_SHIP_WHIRLPOOL_DAMAGE_RADIUS_01 | TO | M_GOOD_FIRE_SHIP_WHIRLPOOL_DAMAGE_RADIUS_01
308 DWARVEN_PERSONAL_BASIC_TRAINING_BUILDTIME | TO | M_DWARVEN_PERSONAL_BASIC_TRAINING_BUILDTIME
309 DWARVEN_PERSONAL_BASIC_TRAINING_BUILDCOST | TO | M_DWARVEN_PERSONAL_BASIC_TRAINING_BUILDCOST
310 DWARVEN_SUMMONED_CITADEL_SUMMONING_DAMAGE | TO | M_DWARVEN_SUMMONED_CITADEL_SUMMONING_DAMAGE
311 DWARVEN_WALLCATAPULT_SMALL_HEALTH_DAMAGED | TO | M_DWARVEN_WALLCATAPULT_SMALL_HEALTH_DAMAGED
312 DWARVEN_WALL_POSTERN_GATE_SMALL_EXP_AWARD | TO | M_DWARVEN_WALL_POSTERN_GATE_SMALL_EXP_AWARD
313 DWARVEN_SENTRY_TOWER_HEALTH_REALLYDAMAGED | TO | M_DWARVEN_SENTRY_TOWER_HEALTH_REALLYDAMAGED
314 DWARVEN_BATTERINGRAM_HEALTH_RECOVERY_TIME | TO | M_DWARVEN_BATTERINGRAM_HEALTH_RECOVERY_TIME
315 AUTORESOLVE_GOOD_SOLDIER_DAMAGE_ADD_LVL10 | TO | M_AUTORESOLVE_GOOD_SOLDIER_DAMAGE_ADD_LVL10
316 ARCHER_BOMBARD_FIREARROW_BURNRATEINCREASE | TO | M_ARCHER_BOMBARD_FIREARROW_BURNRATEINCREASE
317 MEN_GARRISONEXPANSION_FIRE_MAX_BURN_RATE | TO | M_MEN_GARRISONEXPANSION_FIRE_MAX_BURN_RATE
318 NORMAL_ISENGARD_CAVALRY_FAST_HORDE_SPEED | TO | M_NORMAL_ISENGARD_CAVALRY_FAST_HORDE_SPEED
319 CREATE_A_HERO_BATTLE_RAGE_DAMAGE_MULT_L4 | TO | M_CREATE_A_HERO_BATTLE_RAGE_DAMAGE_MULT_L4
320 CREATE_A_HERO_BATTLE_RAGE_DAMAGE_MULT_L3 | TO | M_CREATE_A_HERO_BATTLE_RAGE_DAMAGE_MULT_L3
321 CREATE_A_HERO_BATTLE_RAGE_DAMAGE_MULT_L2 | TO | M_CREATE_A_HERO_BATTLE_RAGE_DAMAGE_MULT_L2
322 CREATE_A_HERO_BATTLE_RAGE_DAMAGE_MULT_L1 | TO | M_CREATE_A_HERO_BATTLE_RAGE_DAMAGE_MULT_L1
323 CREATE_A_HERO_ASSASSIN_DELAYBETWEENSHOTS | TO | M_CREATE_A_HERO_ASSASSIN_DELAYBETWEENSHOTS
324 CREATE_A_HERO_STEAL_MONEY_DO_POWER_RANGE | TO | M_CREATE_A_HERO_STEAL_MONEY_DO_POWER_RANGE
325 CREATE_A_HERO_STEAL_MONEY_FIRINGDURATION | TO | M_CREATE_A_HERO_STEAL_MONEY_FIRINGDURATION
326 CREATE_A_HERO_STEAL_MONEY_PREATTACKDELAY | TO | M_CREATE_A_HERO_STEAL_MONEY_PREATTACKDELAY
327 CREATE_A_HERO_FIRE_BOMB_RANDOM_PREATTACK | TO | M_CREATE_A_HERO_FIRE_BOMB_RANDOM_PREATTACK
328 CREATE_A_HERO_OIL_BREADCRUMB_LIFETIME_L3 | TO | M_CREATE_A_HERO_OIL_BREADCRUMB_LIFETIME_L3
329 CREATE_A_HERO_OIL_BREADCRUMB_LIFETIME_L2 | TO | M_CREATE_A_HERO_OIL_BREADCRUMB_LIFETIME_L2
330 CREATE_A_HERO_OIL_BREADCRUMB_LIFETIME_L1 | TO | M_CREATE_A_HERO_OIL_BREADCRUMB_LIFETIME_L1
331 CREATE_A_HERO_BALL_LIGHTNING_START_RANGE | TO | M_CREATE_A_HERO_BALL_LIGHTNING_START_RANGE
332 WILD_MARAUDERSWORDS_HEALTH_RECOVERY_TIME | TO | M_WILD_MARAUDERSWORDS_HEALTH_RECOVERY_TIME
333 WILD_SPIDERRIDER_SWORD_DELAYBETWEENSHOTS | TO | M_WILD_SPIDERRIDER_SWORD_DELAYBETWEENSHOTS
334 WILD_GIANTSENTRYEXPANSION_FIRINGDURATION | TO | M_WILD_GIANTSENTRYEXPANSION_FIRINGDURATION
335 WILD_GIANTSENTRYEXPANSION_PREATTACKDELAY | TO | M_WILD_GIANTSENTRYEXPANSION_PREATTACKDELAY
336 WILD_GIANTSENTRYEXPANSION_HEALTH_DAMAGED | TO | M_WILD_GIANTSENTRYEXPANSION_HEALTH_DAMAGED
337 WILD_SPIDERHOLESEXPANSION_HEALTH_DAMAGED | TO | M_WILD_SPIDERHOLESEXPANSION_HEALTH_DAMAGED
338 GOBLIN_TREASURETROVE_LEVEL3_UPGRADE_COST | TO | M_GOBLIN_TREASURETROVE_LEVEL3_UPGRADE_COST
339 GOBLIN_TREASURETROVE_LEVEL2_UPGRADE_COST | TO | M_GOBLIN_TREASURETROVE_LEVEL2_UPGRADE_COST
340 WILD_FORTRESS_WEBCOCOON_KEEP_ARMOR_BONUS | TO | M_WILD_FORTRESS_WEBCOCOON_KEEP_ARMOR_BONUS
341 MORDOR_TAVERN_LVL3_UNIT_PRODUCTION_SPEED | TO | M_MORDOR_TAVERN_LVL3_UNIT_PRODUCTION_SPEED
342 MORDOR_TAVERN_LVL2_UNIT_PRODUCTION_SPEED | TO | M_MORDOR_TAVERN_LVL2_UNIT_PRODUCTION_SPEED
343 MORDOR_GATEWATCHEREXPANSION_BOUNTY_VALUE | TO | M_MORDOR_GATEWATCHEREXPANSION_BOUNTY_VALUE
344 MORDOR_BARRICADEEXPANSION_HEALTH_DAMAGED | TO | M_MORDOR_BARRICADEEXPANSION_HEALTH_DAMAGED
345 MORDOR_PERSONAL_BASIC_TRAINING_BUILDTIME | TO | M_MORDOR_PERSONAL_BASIC_TRAINING_BUILDTIME
346 MORDOR_PERSONAL_BASIC_TRAINING_BUILDCOST | TO | M_MORDOR_PERSONAL_BASIC_TRAINING_BUILDCOST
347 MORDOR_HARADRIMRIDERS_HORDE_SHROUD_RANGE | TO | M_MORDOR_HARADRIMRIDERS_HORDE_SHROUD_RANGE
348 MORDOR_HARADRIMRIDERS_HORDE_VISION_RANGE | TO | M_MORDOR_HARADRIMRIDERS_HORDE_VISION_RANGE
